SUMLEV,REGION,DIVISION,STATE,COUNTY,STNAME,CTYNAME,POPESTIMATE2018
50,4,9,41,37,Oregon,Lake County,7879
50,4,9,41,39,Oregon,Lane County,379611
50,4,9,41,41,Oregon,Lincoln County,49388
50,4,9,41,43,Oregon,Linn County,127335
50,4,9,41,45,Oregon,Malheur County,30725
50,4,9,41,47,Oregon,Marion County,346868
50,4,9,41,49,Oregon,Morrow County,11372
50,4,9,41,51,Oregon,Multnomah County,811880
50,4,9,41,53,Oregon,Polk County,85234
50,4,9,41,55,Oregon,Sherman County,1708
50,4,9,41,57,Oregon,Tillamook County,26787
50,4,9,41,59,Oregon,Umatilla County,77516
50,4,9,41,61,Oregon,Union County,26461
50,4,9,41,63,Oregon,Wallowa County,7081
50,4,9,41,65,Oregon,Wasco County,26505
50,4,9,41,67,Oregon,Washington County,597695
50,4,9,41,69,Oregon,Wheeler County,1366
50,4,9,41,71,Oregon,Yamhill County,107002
40,1,2,42,0,Pennsylvania,Pennsylvania,12807060
50,1,2,42,1,Pennsylvania,Adams County,102811
50,1,2,42,3,Pennsylvania,Allegheny County,1218452
50,1,2,42,5,Pennsylvania,Armstrong County,65263
50,1,2,42,7,Pennsylvania,Beaver County,164742
50,1,2,42,9,Pennsylvania,Bedford County,48176
50,1,2,42,11,Pennsylvania,Berks County,420152
50,1,2,42,13,Pennsylvania,Blair County,122492
50,1,2,42,15,Pennsylvania,Bradford County,60833
50,1,2,42,17,Pennsylvania,Bucks County,628195
50,1,2,42,19,Pennsylvania,Butler County,187888
50,1,2,42,21,Pennsylvania,Cambria County,131730
50,1,2,42,23,Pennsylvania,Cameron County,4492
50,1,2,42,25,Pennsylvania,Carbon County,64227
50,1,2,42,27,Pennsylvania,Centre County,162805
50,1,2,42,29,Pennsylvania,Chester County,522046
50,1,2,42,31,Pennsylvania,Clarion County,38779
50,1,2,42,33,Pennsylvania,Clearfield County,79388
50,1,2,42,35,Pennsylvania,Clinton County,38684
50,1,2,42,37,Pennsylvania,Columbia County,65456
50,1,2,42,39,Pennsylvania,Crawford County,85063
50,1,2,42,41,Pennsylvania,Cumberland County,251423
50,1,2,42,43,Pennsylvania,Dauphin County,277097
50,1,2,42,45,Pennsylvania,Delaware County,564751
50,1,2,42,47,Pennsylvania,Elk County,30169
50,1,2,42,49,Pennsylvania,Erie County,272061
50,1,2,42,51,Pennsylvania,Fayette County,130441
50,1,2,42,53,Pennsylvania,Forest County,7279
50,1,2,42,55,Pennsylvania,Franklin County,154835
50,1,2,42,57,Pennsylvania,Fulton County,14523
50,1,2,42,59,Pennsylvania,Greene County,36506
50,1,2,42,61,Pennsylvania,Huntingdon County,45168
50,1,2,42,63,Pennsylvania,Indiana County,84501
50,1,2,42,65,Pennsylvania,Jefferson County,43641
50,1,2,42,67,Pennsylvania,Juniata County,24704
50,1,2,42,69,Pennsylvania,Lackawanna County,210793
50,1,2,42,71,Pennsylvania,Lancaster County,543557
50,1,2,42,73,Pennsylvania,Lawrence County,86184
50,1,2,42,75,Pennsylvania,Lebanon County,141314
50,1,2,42,77,Pennsylvania,Lehigh County,368100
50,1,2,42,79,Pennsylvania,Luzerne County,317646
50,1,2,42,81,Pennsylvania,Lycoming County,113664
50,1,2,42,83,Pennsylvania,McKean County,40968
50,1,2,42,85,Pennsylvania,Mercer County,110683
50,1,2,42,87,Pennsylvania,Mifflin County,46222
50,1,2,42,89,Pennsylvania,Monroe County,169507
50,1,2,42,91,Pennsylvania,Montgomery County,828604
50,1,2,42,93,Pennsylvania,Montour County,18240
50,1,2,42,95,Pennsylvania,Northampton County,304807
50,1,2,42,97,Pennsylvania,Northumberland County,91083
50,1,2,42,99,Pennsylvania,Perry County,46139
50,1,2,42,101,Pennsylvania,Philadelphia County,1584138
50,1,2,42,103,Pennsylvania,Pike County,55933
50,1,2,42,105,Pennsylvania,Potter County,16622
50,1,2,42,107,Pennsylvania,Schuylkill County,142067
50,1,2,42,109,Pennsylvania,Snyder County,40540
50,1,2,42,111,Pennsylvania,Somerset County,73952
50,1,2,42,113,Pennsylvania,Sullivan County,6071
50,1,2,42,115,Pennsylvania,Susquehanna County,40589
50,1,2,42,117,Pennsylvania,Tioga County,40763
50,1,2,42,119,Pennsylvania,Union County,44785
50,1,2,42,121,Pennsylvania,Venango County,51266
50,1,2,42,123,Pennsylvania,Warren County,39498
50,1,2,42,125,Pennsylvania,Washington County,207346
50,1,2,42,127,Pennsylvania,Wayne County,51276
50,1,2,42,129,Pennsylvania,Westmoreland County,350611
50,1,2,42,131,Pennsylvania,Wyoming County,27046
50,1,2,42,133,Pennsylvania,York County,448273
40,1,1,44,0,Rhode Island,Rhode Island,1057315
50,1,1,44,1,Rhode Island,Bristol County,48649
50,1,1,44,3,Rhode Island,Kent County,163861
50,1,1,44,5,Rhode Island,Newport County,82542
50,1,1,44,7,Rhode Island,Providence County,636084
50,1,1,44,9,Rhode Island,Washington County,126179
40,3,5,45,0,South Carolina,South Carolina,5084127
50,3,5,45,1,South Carolina,Abbeville County,24541
50,3,5,45,3,South Carolina,Aiken County,169401
50,3,5,45,5,South Carolina,Allendale County,8903
50,3,5,45,7,South Carolina,Anderson County,200482
50,3,5,45,9,South Carolina,Bamberg County,14275
50,3,5,45,11,South Carolina,Barnwell County,21112
50,3,5,45,13,South Carolina,Beaufort County,188715
50,3,5,45,15,South Carolina,Berkeley County,221091
50,3,5,45,17,South Carolina,Calhoun County,14520
50,3,5,45,19,South Carolina,Charleston County,405905
50,3,5,45,21,South Carolina,Cherokee County,57078
50,3,5,45,23,South Carolina,Chester County,32251
50,3,5,45,25,South Carolina,Chesterfield County,45754
50,3,5,45,27,South Carolina,Clarendon County,33700
50,3,5,45,29,South Carolina,Colleton County,37660
50,3,5,45,31,South Carolina,Darlington County,66802
50,3,5,45,33,South Carolina,Dillon County,30599
50,3,5,45,35,South Carolina,Dorchester County,160647
50,3,5,45,37,South Carolina,Edgefield County,27052
50,3,5,45,39,South Carolina,Fairfield County,22402
50,3,5,45,41,South Carolina,Florence County,138159
50,3,5,45,43,South Carolina,Georgetown County,62249
50,3,5,45,45,South Carolina,Greenville County,514213
50,3,5,45,47,South Carolina,Greenwood County,70741
50,3,5,45,49,South Carolina,Hampton County,19351
50,3,5,45,51,South Carolina,Horry County,344147
50,3,5,45,53,South Carolina,Jasper County,28971
50,3,5,45,55,South Carolina,Kershaw County,65592
50,3,5,45,57,South Carolina,Lancaster County,95380
50,3,5,45,59,South Carolina,Laurens County,66994
50,3,5,45,61,South Carolina,Lee County,17142
50,3,5,45,63,South Carolina,Lexington County,295032
50,3,5,45,65,South Carolina,McCormick County,9410
50,3,5,45,67,South Carolina,Marion County,31039
50,3,5,45,69,South Carolina,Marlboro County,26398
50,3,5,45,71,South Carolina,Newberry County,38520
50,3,5,45,73,South Carolina,Oconee County,78374
50,3,5,45,75,South Carolina,Orangeburg County,86934
50,3,5,45,77,South Carolina,Pickens County,124937
50,3,5,45,79,South Carolina,Richland County,414576
50,3,5,45,81,South Carolina,Saluda County,20544
50,3,5,45,83,South Carolina,Spartanburg County,313888
50,3,5,45,85,South Carolina,Sumter County,106512
50,3,5,45,87,South Carolina,Union County,27410
50,3,5,45,89,South Carolina,Williamsburg County,30606
50,3,5,45,91,South Carolina,York County,274118
40,2,4,46,0,South Dakota,South Dakota,882235
50,2,4,46,3,South Dakota,Aurora County,2801
50,2,4,46,5,South Dakota,Beadle County,18883
50,2,4,46,7,South Dakota,Bennett County,3468
50,2,4,46,9,South Dakota,Bon Homme County,6980
50,2,4,46,11,South Dakota,Brookings County,35232
50,2,4,46,13,South Dakota,Brown County,39316
50,2,4,46,15,South Dakota,Brule County,5229
50,2,4,46,17,South Dakota,Buffalo County,2036
50,2,4,46,19,South Dakota,Butte County,10222
50,2,4,46,21,South Dakota,Campbell County,1377
50,2,4,46,23,South Dakota,Charles Mix County,9338
50,2,4,46,25,South Dakota,Clark County,3739
50,2,4,46,27,South Dakota,Clay County,14041
50,2,4,46,29,South Dakota,Codington County,28015
50,2,4,46,31,South Dakota,Corson County,4165
50,2,4,46,33,South Dakota,Custer County,8726
50,2,4,46,35,South Dakota,Davison County,19790
50,2,4,46,37,South Dakota,Day County,5505
50,2,4,46,39,South Dakota,Deuel County,4337
50,2,4,46,41,South Dakota,Dewey County,5904
50,2,4,46,43,South Dakota,Douglas County,2935
50,2,4,46,45,South Dakota,Edmunds County,3875
50,2,4,46,47,South Dakota,Fall River County,6758
50,2,4,46,49,South Dakota,Faulk County,2330
50,2,4,46,51,South Dakota,Grant County,7147
50,2,4,46,53,South Dakota,Gregory County,4212
50,2,4,46,55,South Dakota,Haakon County,1918
50,2,4,46,57,South Dakota,Hamlin County,6111
50,2,4,46,59,South Dakota,Hand County,3262
50,2,4,46,61,South Dakota,Hanson County,3376
50,2,4,46,63,South Dakota,Harding County,1249
50,2,4,46,65,South Dakota,Hughes County,17650
50,2,4,46,67,South Dakota,Hutchinson County,7380
50,2,4,46,69,South Dakota,Hyde County,1282
50,2,4,46,71,South Dakota,Jackson County,3307
50,2,4,46,73,South Dakota,Jerauld County,2043
50,2,4,46,75,South Dakota,Jones County,928
50,2,4,46,77,South Dakota,Kingsbury County,4919
50,2,4,46,79,South Dakota,Lake County,13057
50,2,4,46,81,South Dakota,Lawrence County,25741
50,2,4,46,83,South Dakota,Lincoln County,58807
50,2,4,46,85,South Dakota,Lyman County,3821
50,2,4,46,87,South Dakota,McCook County,5546
50,2,4,46,89,South Dakota,McPherson County,2407
50,2,4,46,91,South Dakota,Marshall County,5112
50,2,4,46,93,South Dakota,Meade County,28294
50,2,4,46,95,South Dakota,Mellette County,2042
50,2,4,46,97,South Dakota,Miner County,2213
50,2,4,46,99,South Dakota,Minnehaha County,192876
50,2,4,46,101,South Dakota,Moody County,6579
50,2,4,46,102,South Dakota,Oglala Lakota County,14309
50,2,4,46,103,South Dakota,Pennington County,111729
50,2,4,46,105,South Dakota,Perkins County,2922
50,2,4,46,107,South Dakota,Potter County,2207
50,2,4,46,109,South Dakota,Roberts County,10447
50,2,4,46,111,South Dakota,Sanborn County,2429
50,2,4,46,115,South Dakota,Spink County,6495
50,2,4,46,117,South Dakota,Stanley County,3022
50,2,4,46,119,South Dakota,Sully County,1392
50,2,4,46,121,South Dakota,Todd County,10283
50,2,4,46,123,South Dakota,Tripp County,5478
50,2,4,46,125,South Dakota,Turner County,8424
50,2,4,46,127,South Dakota,Union County,15619
50,2,4,46,129,South Dakota,Walworth County,5587
50,2,4,46,135,South Dakota,Yankton County,22869
50,2,4,46,137,South Dakota,Ziebach County,2742
40,3,6,47,0,Tennessee,Tennessee,6770010
50,3,6,47,1,Tennessee,Anderson County,76482
50,3,6,47,3,Tennessee,Bedford County,49038
50,3,6,47,5,Tennessee,Benton County,16184
50,3,6,47,7,Tennessee,Bledsoe County,14755
50,3,6,47,9,Tennessee,Blount County,131349
50,3,6,47,11,Tennessee,Bradley County,106727
50,3,6,47,13,Tennessee,Campbell County,39583
50,3,6,47,15,Tennessee,Cannon County,14462
50,3,6,47,17,Tennessee,Carroll County,28020
50,3,6,47,19,Tennessee,Carter County,56351
50,3,6,47,21,Tennessee,Cheatham County,40439
50,3,6,47,23,Tennessee,Chester County,17276
50,3,6,47,25,Tennessee,Claiborne County,31756
50,3,6,47,27,Tennessee,Clay County,7717
50,3,6,47,29,Tennessee,Cocke County,35774
50,3,6,47,31,Tennessee,Coffee County,55700
50,3,6,47,33,Tennessee,Crockett County,14328
50,3,6,47,35,Tennessee,Cumberland County,59673
50,3,6,47,37,Tennessee,Davidson County,692587
50,3,6,47,39,Tennessee,Decatur County,11706
50,3,6,47,41,Tennessee,DeKalb County,20138
50,3,6,47,43,Tennessee,Dickson County,53446
50,3,6,47,45,Tennessee,Dyer County,37320
50,3,6,47,47,Tennessee,Fayette County,40507
50,3,6,47,49,Tennessee,Fentress County,18217
50,3,6,47,51,Tennessee,Franklin County,41890
50,3,6,47,53,Tennessee,Gibson County,49045
50,3,6,47,55,Tennessee,Giles County,29503
50,3,6,47,57,Tennessee,Grainger County,23145
50,3,6,47,59,Tennessee,Greene County,69087
50,3,6,47,61,Tennessee,Grundy County,13346
50,3,6,47,63,Tennessee,Hamblen County,64569
50,3,6,47,65,Tennessee,Hamilton County,364286
50,3,6,47,67,Tennessee,Hancock County,6549
50,3,6,47,69,Tennessee,Hardeman County,25220
50,3,6,47,71,Tennessee,Hardin County,25776
50,3,6,47,73,Tennessee,Hawkins County,56530
50,3,6,47,75,Tennessee,Haywood County,17335
50,3,6,47,77,Tennessee,Henderson County,27847
50,3,6,47,79,Tennessee,Henry County,32358
50,3,6,47,81,Tennessee,Hickman County,25063
50,3,6,47,83,Tennessee,Houston County,8263
50,3,6,47,85,Tennessee,Humphreys County,18486
50,3,6,47,87,Tennessee,Jackson County,11758
50,3,6,47,89,Tennessee,Jefferson County,54012
50,3,6,47,91,Tennessee,Johnson County,17778
50,3,6,47,93,Tennessee,Knox County,465289
50,3,6,47,95,Tennessee,Lake County,7411
50,3,6,47,97,Tennessee,Lauderdale County,25825
50,3,6,47,99,Tennessee,Lawrence County,43734
50,3,6,47,101,Tennessee,Lewis County,12086
50,3,6,47,103,Tennessee,Lincoln County,34117
50,3,6,47,105,Tennessee,Loudon County,53054
50,3,6,47,107,Tennessee,McMinn County,53285
50,3,6,47,109,Tennessee,McNairy County,25832
50,3,6,47,111,Tennessee,Macon County,24265
50,3,6,47,113,Tennessee,Madison County,97605
50,3,6,47,115,Tennessee,Marion County,28575
50,3,6,47,117,Tennessee,Marshall County,33683
50,3,6,47,119,Tennessee,Maury County,94340
50,3,6,47,121,Tennessee,Meigs County,12306
50,3,6,47,123,Tennessee,Monroe County,46357
50,3,6,47,125,Tennessee,Montgomery County,205950
50,3,6,47,127,Tennessee,Moore County,6411
50,3,6,47,129,Tennessee,Morgan County,21579
50,3,6,47,131,Tennessee,Obion County,30267
50,3,6,47,133,Tennessee,Overton County,22068
50,3,6,47,135,Tennessee,Perry County,8064
50,3,6,47,137,Tennessee,Pickett County,5082
50,3,6,47,139,Tennessee,Polk County,16898
50,3,6,47,141,Tennessee,Putnam County,78843
50,3,6,47,143,Tennessee,Rhea County,33044
50,3,6,47,145,Tennessee,Roane County,53140
50,3,6,47,147,Tennessee,Robertson County,71012
50,3,6,47,149,Tennessee,Rutherford County,324890
50,3,6,47,151,Tennessee,Scott County,22039
50,3,6,47,153,Tennessee,Sequatchie County,14876
50,3,6,47,155,Tennessee,Sevier County,97892
50,3,6,47,157,Tennessee,Shelby County,935764
50,3,6,47,159,Tennessee,Smith County,19942
50,3,6,47,161,Tennessee,Stewart County,13561
50,3,6,47,163,Tennessee,Sullivan County,157668
50,3,6,47,165,Tennessee,Sumner County,187149
50,3,6,47,167,Tennessee,Tipton County,61581
50,3,6,47,169,Tennessee,Trousdale County,11012
50,3,6,47,171,Tennessee,Unicoi County,17761
50,3,6,47,173,Tennessee,Union County,19688
50,3,6,47,175,Tennessee,Van Buren County,5765
50,3,6,47,177,Tennessee,Warren County,40878
50,3,6,47,179,Tennessee,Washington County,128607
50,3,6,47,181,Tennessee,Wayne County,16558
50,3,6,47,183,Tennessee,Weakley County,33415
50,3,6,47,185,Tennessee,White County,27107
50,3,6,47,187,Tennessee,Williamson County,231729
50,3,6,47,189,Tennessee,Wilson County,140625
40,3,7,48,0,Texas,Texas,28701845
50,3,7,48,1,Texas,Anderson County,58057
50,3,7,48,3,Texas,Andrews County,18128
50,3,7,48,5,Texas,Angelina County,87092
50,3,7,48,7,Texas,Aransas County,23792
50,3,7,48,9,Texas,Archer County,8786
50,3,7,48,11,Texas,Armstrong County,1892
50,3,7,48,13,Texas,Atascosa County,50310
50,3,7,48,15,Texas,Austin County,29989
50,3,7,48,17,Texas,Bailey County,7027
50,3,7,48,19,Texas,Bandera County,22824
50,3,7,48,21,Texas,Bastrop County,86976
50,3,7,48,23,Texas,Baylor County,3582
50,3,7,48,25,Texas,Bee County,32587
50,3,7,48,27,Texas,Bell County,355642
50,3,7,48,29,Texas,Bexar County,1986049
50,3,7,48,31,Texas,Blanco County,11702
50,3,7,48,33,Texas,Borden County,648
50,3,7,48,35,Texas,Bosque County,18691
50,3,7,48,37,Texas,Bowie County,94324
50,3,7,48,39,Texas,Brazoria County,370200
50,3,7,48,41,Texas,Brazos County,226758
50,3,7,48,43,Texas,Brewster County,9267
50,3,7,48,45,Texas,Briscoe County,1516
50,3,7,48,47,Texas,Brooks County,7114
50,3,7,48,49,Texas,Brown County,37924
50,3,7,48,51,Texas,Burleson County,18389
50,3,7,48,53,Texas,Burnet County,47542
50,3,7,48,55,Texas,Caldwell County,43247
50,3,7,48,57,Texas,Calhoun County,21561
50,3,7,48,59,Texas,Callahan County,13994
50,3,7,48,61,Texas,Cameron County,423908
50,3,7,48,63,Texas,Camp County,13033
50,3,7,48,65,Texas,Carson County,6005
50,3,7,48,67,Texas,Cass County,30119
50,3,7,48,69,Texas,Castro County,7665
50,3,7,48,71,Texas,Chambers County,42454
50,3,7,48,73,Texas,Cherokee County,52592
50,3,7,48,75,Texas,Childress County,7291
50,3,7,48,77,Texas,Clay County,10456
50,3,7,48,79,Texas,Cochran County,2836
50,3,7,48,81,Texas,Coke County,3370
50,3,7,48,83,Texas,Coleman County,8397
50,3,7,48,85,Texas,Collin County,1005146
50,3,7,48,87,Texas,Collingsworth County,2962
50,3,7,48,89,Texas,Colorado County,21217
50,3,7,48,91,Texas,Comal County,148373
50,3,7,48,93,Texas,Comanche County,13534
50,3,7,48,95,Texas,Concho County,4276
50,3,7,48,97,Texas,Cooke County,40574
50,3,7,48,99,Texas,Coryell County,74808
50,3,7,48,101,Texas,Cottle County,1389
50,3,7,48,103,Texas,Crane County,4794
50,3,7,48,105,Texas,Crockett County,3499
50,3,7,48,107,Texas,Crosby County,5779
50,3,7,48,109,Texas,Culberson County,2204
50,3,7,48,111,Texas,Dallam County,7200
50,3,7,48,113,Texas,Dallas County,2637772
50,3,7,48,115,Texas,Dawson County,12619
50,3,7,48,117,Texas,Deaf Smith County,18760
50,3,7,48,119,Texas,Delta County,5349
50,3,7,48,121,Texas,Denton County,859064
50,3,7,48,123,Texas,DeWitt County,20187
50,3,7,48,125,Texas,Dickens County,2249
50,3,7,48,127,Texas,Dimmit County,10308
50,3,7,48,129,Texas,Donley County,3319
50,3,7,48,131,Texas,Duval County,11212
50,3,7,48,133,Texas,Eastland County,18322
50,3,7,48,135,Texas,Ector County,162124
50,3,7,48,137,Texas,Edwards County,1928
50,3,7,48,139,Texas,Ellis County,179436
50,3,7,48,141,Texas,El Paso County,840758
50,3,7,48,143,Texas,Erath County,42446
50,3,7,48,145,Texas,Falls County,17335
50,3,7,48,147,Texas,Fannin County,35286
50,3,7,48,149,Texas,Fayette County,25349
50,3,7,48,151,Texas,Fisher County,3839
50,3,7,48,153,Texas,Floyd County,5837
50,3,7,48,155,Texas,Foard County,1200
50,3,7,48,157,Texas,Fort Bend County,787858
50,3,7,48,159,Texas,Franklin County,10766
50,3,7,48,161,Texas,Freestone County,19808
50,3,7,48,163,Texas,Frio County,19816
50,3,7,48,165,Texas,Gaines County,20901
50,3,7,48,167,Texas,Galveston County,337890
50,3,7,48,169,Texas,Garza County,6578
50,3,7,48,171,Texas,Gillespie County,26804
50,3,7,48,173,Texas,Glasscock County,1388
50,3,7,48,175,Texas,Goliad County,7584
50,3,7,48,177,Texas,Gonzales County,20826
50,3,7,48,179,Texas,Gray County,21895
50,3,7,48,181,Texas,Grayson County,133991
50,3,7,48,183,Texas,Gregg County,123707
50,3,7,48,185,Texas,Grimes County,28360
50,3,7,48,187,Texas,Guadalupe County,163694
50,3,7,48,189,Texas,Hale County,33830
50,3,7,48,191,Texas,Hall County,3028
50,3,7,48,193,Texas,Hamilton County,8484
50,3,7,48,195,Texas,Hansford County,5463
50,3,7,48,197,Texas,Hardeman County,3922
50,3,7,48,199,Texas,Hardin County,57207
50,3,7,48,201,Texas,Harris County,4698619
50,3,7,48,203,Texas,Harrison County,66726
50,3,7,48,205,Texas,Hartley County,5619
50,3,7,48,207,Texas,Haskell County,5813
50,3,7,48,209,Texas,Hays County,222631
50,3,7,48,211,Texas,Hemphill County,3825
50,3,7,48,213,Texas,Henderson County,82299
50,3,7,48,215,Texas,Hidalgo County,865939
50,3,7,48,217,Texas,Hill County,36354
50,3,7,48,219,Texas,Hockley County,22980
50,3,7,48,221,Texas,Hood County,60537
50,3,7,48,223,Texas,Hopkins County,36810
50,3,7,48,225,Texas,Houston County,23169
50,3,7,48,227,Texas,Howard County,36459
50,3,7,48,229,Texas,Hudspeth County,4795
50,3,7,48,231,Texas,Hunt County,96493
50,3,7,48,233,Texas,Hutchinson County,21198
50,3,7,48,235,Texas,Irion County,1522
50,3,7,48,237,Texas,Jack County,8843
50,3,7,48,239,Texas,Jackson County,14874
50,3,7,48,241,Texas,Jasper County,35872
50,3,7,48,243,Texas,Jeff Davis County,2252
50,3,7,48,245,Texas,Jefferson County,255001
50,3,7,48,247,Texas,Jim Hogg County,5248
50,3,7,48,249,Texas,Jim Wells County,40822
50,3,7,48,251,Texas,Johnson County,171361
50,3,7,48,253,Texas,Jones County,19817
50,3,7,48,255,Texas,Karnes County,15650
50,3,7,48,257,Texas,Kaufman County,128622
50,3,7,48,259,Texas,Kendall County,45641
50,3,7,48,261,Texas,Kenedy County,442
50,3,7,48,263,Texas,Kent County,726
50,3,7,48,265,Texas,Kerr County,52405
50,3,7,48,267,Texas,Kimble County,4362
50,3,7,48,269,Texas,King County,277
50,3,7,48,271,Texas,Kinney County,3767
50,3,7,48,273,Texas,Kleberg County,31129
50,3,7,48,275,Texas,Knox County,3653
50,3,7,48,277,Texas,Lamar County,49728
50,3,7,48,279,Texas,Lamb County,13158
50,3,7,48,281,Texas,Lampasas County,21229
50,3,7,48,283,Texas,La Salle County,7531
50,3,7,48,285,Texas,Lavaca County,20110
50,3,7,48,287,Texas,Lee County,17144
50,3,7,48,289,Texas,Leon County,17270
50,3,7,48,291,Texas,Liberty County,86323
50,3,7,48,293,Texas,Limestone County,23519
50,3,7,48,295,Texas,Lipscomb County,3355
50,3,7,48,297,Texas,Live Oak County,12166
50,3,7,48,299,Texas,Llano County,21646
50,3,7,48,301,Texas,Loving County,152
50,3,7,48,303,Texas,Lubbock County,307412
50,3,7,48,305,Texas,Lynn County,5877
50,3,7,48,307,Texas,McCulloch County,7987
50,3,7,48,309,Texas,McLennan County,254607
50,3,7,48,311,Texas,McMullen County,749
50,3,7,48,313,Texas,Madison County,14422
50,3,7,48,315,Texas,Marion County,9928
50,3,7,48,317,Texas,Martin County,5753
50,3,7,48,319,Texas,Mason County,4280
50,3,7,48,321,Texas,Matagorda County,36552
50,3,7,48,323,Texas,Maverick County,58485
50,3,7,48,325,Texas,Medina County,50921
50,3,7,48,327,Texas,Menard County,2139
50,3,7,48,329,Texas,Midland County,172578
50,3,7,48,331,Texas,Milam County,25131
50,3,7,48,333,Texas,Mills County,4921
50,3,7,48,335,Texas,Mitchell County,8145
50,3,7,48,337,Texas,Montague County,19596
50,3,7,48,339,Texas,Montgomery County,590925
50,3,7,48,341,Texas,Moore County,21485
50,3,7,48,343,Texas,Morris County,12339
50,3,7,48,345,Texas,Motley County,1234
50,3,7,48,347,Texas,Nacogdoches County,65711
50,3,7,48,349,Texas,Navarro County,49565
50,3,7,48,351,Texas,Newton County,13746
50,3,7,48,353,Texas,Nolan County,14751
50,3,7,48,355,Texas,Nueces County,362265
50,3,7,48,357,Texas,Ochiltree County,9947
50,3,7,48,359,Texas,Oldham County,2131
50,3,7,48,361,Texas,Orange County,83572
50,3,7,48,363,Texas,Palo Pinto County,28875
50,3,7,48,365,Texas,Panola County,23148
50,3,7,48,367,Texas,Parker County,138371
50,3,7,48,369,Texas,Parmer County,9864
50,3,7,48,371,Texas,Pecos County,15673
50,3,7,48,373,Texas,Polk County,50031
50,3,7,48,375,Texas,Potter County,119648
50,3,7,48,377,Texas,Presidio County,6948
50,3,7,48,379,Texas,Rains County,12159
50,3,7,48,381,Texas,Randall County,136271
50,3,7,48,383,Texas,Reagan County,3741
50,3,7,48,385,Texas,Real County,3478
50,3,7,48,387,Texas,Red River County,12175
50,3,7,48,389,Texas,Reeves County,15695
50,3,7,48,391,Texas,Refugio County,7032
50,3,7,48,393,Texas,Roberts County,903
50,3,7,48,395,Texas,Robertson County,17284
50,3,7,48,397,Texas,Rockwall County,100657
50,3,7,48,399,Texas,Runnels County,10234
50,3,7,48,401,Texas,Rusk County,54450
50,3,7,48,403,Texas,Sabine County,10589
50,3,7,48,405,Texas,San Augustine County,8232
50,3,7,48,407,Texas,San Jacinto County,28719
50,3,7,48,409,Texas,San Patricio County,66893
50,3,7,48,411,Texas,San Saba County,6054
50,3,7,48,413,Texas,Schleicher County,2895
50,3,7,48,415,Texas,Scurry County,16866
50,3,7,48,417,Texas,Shackelford County,3253
50,3,7,48,419,Texas,Shelby County,25418
50,3,7,48,421,Texas,Sherman County,3079
50,3,7,48,423,Texas,Smith County,230221
50,3,7,48,425,Texas,Somervell County,9016
50,3,7,48,427,Texas,Starr County,64525
50,3,7,48,429,Texas,Stephens County,9433
50,3,7,48,431,Texas,Sterling County,1311
50,3,7,48,433,Texas,Stonewall County,1362
50,3,7,48,435,Texas,Sutton County,3758
50,3,7,48,437,Texas,Swisher County,7462
50,3,7,48,439,Texas,Tarrant County,2084931
50,3,7,48,441,Texas,Taylor County,137640
50,3,7,48,443,Texas,Terrell County,823
50,3,7,48,445,Texas,Terry County,12287
50,3,7,48,447,Texas,Throckmorton County,1515
50,3,7,48,449,Texas,Titus County,33033
50,3,7,48,451,Texas,Tom Green County,118189
50,3,7,48,453,Texas,Travis County,1248743
50,3,7,48,455,Texas,Trinity County,14740
50,3,7,48,457,Texas,Tyler County,21696
50,3,7,48,459,Texas,Upshur County,41260
50,3,7,48,461,Texas,Upton County,3671
50,3,7,48,463,Texas,Uvalde County,26846
50,3,7,48,465,Texas,Val Verde County,49208
50,3,7,48,467,Texas,Van Zandt County,56019
50,3,7,48,469,Texas,Victoria County,92035
50,3,7,48,471,Texas,Walker County,72480
50,3,7,48,473,Texas,Waller County,53126
50,3,7,48,475,Texas,Ward County,11720
50,3,7,48,477,Texas,Washington County,35108
50,3,7,48,479,Texas,Webb County,275910
50,3,7,48,481,Texas,Wharton County,41619
50,3,7,48,483,Texas,Wheeler County,5191
50,3,7,48,485,Texas,Wichita County,132064
50,3,7,48,487,Texas,Wilbarger County,12820
50,3,7,48,489,Texas,Willacy County,21515
50,3,7,48,491,Texas,Williamson County,566719
50,3,7,48,493,Texas,Wilson County,50224
50,3,7,48,495,Texas,Winkler County,7720
50,3,7,48,497,Texas,Wise County,68305
50,3,7,48,499,Texas,Wood County,45129
50,3,7,48,501,Texas,Yoakum County,8591
50,3,7,48,503,Texas,Young County,18045
50,3,7,48,505,Texas,Zapata County,14190
50,3,7,48,507,Texas,Zavala County,11983
40,4,8,49,0,Utah,Utah,3161105
50,4,8,49,1,Utah,Beaver County,6580
50,4,8,49,3,Utah,Box Elder County,54950
50,4,8,49,5,Utah,Cache County,127068
50,4,8,49,7,Utah,Carbon County,20269
50,4,8,49,9,Utah,Daggett County,980
50,4,8,49,11,Utah,Davis County,351713
50,4,8,49,13,Utah,Duchesne County,19964
50,4,8,49,15,Utah,Emery County,10014
50,4,8,49,17,Utah,Garfield County,5080
50,4,8,49,19,Utah,Grand County,9764
50,4,8,49,21,Utah,Iron County,52775
50,4,8,49,23,Utah,Juab County,11555
50,4,8,49,25,Utah,Kane County,7709
50,4,8,49,27,Utah,Millard County,13006
50,4,8,49,29,Utah,Morgan County,12045
50,4,8,49,31,Utah,Piute County,1445
50,4,8,49,33,Utah,Rich County,2464
